ph,sand,clay,silt,elev,lon,lat,MAT,MAP,c_percent,n_percent,slope,Acrisol,Alisol,Andosol,Arenosol,Cambisol,Ferralsol,Fluvisol,Gleysol,Leptosol,Lixisol,Luvisol,Nitisol,Plinthosol,Podzol,Regosol,Umbrisol
0.044908542884211845,0.04051863090829975,0.028512694577267673,0.08067821873149476,0.21561315729457653,0.029472283185598747,0.07576666063633157,0.06569956034451438,0.043470767434809064,0.04986573879547498,0.25984822911815714,0.030551641573028233,0.0017569452252351894,0.0023145890909475894,4.5241724365296826e-05,3.487199516841478e-05,0.009616740810168988,0.0011830054373635505,0.0009201292524281594,0.0016196224484678634,5.487249209172834e-06,0.009000597864981337,3.1131769908625816e-05,0.0005507516195798011,0.005542887979762686,0.00014868647765739146,1.6152932847727319e-06,0.002321570277706354
0.05145216656187736,0.029696375826908535,0.02079037083036251,0.035159195534705055,0.1341654286335215,0.026383765113438495,0.13506511905405377,0.1518956101743926,0.017411794320751902,0.020696554920072465,0.30537194520308525,0.029814306181996087,0.0014946441382568726,0.001456039508595469,0.0001916068337551953,6.866235340553927e-06,0.026840076424705688,0.0019818297449762145,0.0007745361654235602,9.995704510574056e-05,0.0004249353144840112,0.005337134938119121,0.00010009772633493519,0.0,0.0025490710545637545,0.00042139461173648407,0.0,0.0004191779034369929
0.05119307068827033,0.052865245517301415,0.018042293186381512,0.03655030961659545,0.18015195773546822,0.02563782412149525,0.045476935380998736,0.1418855900665852,0.020066471519230265,0.029986876677823168,0.3268361174316263,0.04026954924324692,0.001640497256823362,0.0016094653504742475,5.7599052210293043e-05,1.5755851728634745e-05,0.008439924905295812,0.002168830232156287,0.0008860370578616336,0.0002605504964423617,0.00043263673481869225,0.00998842733042561,0.0015815634781188197,0.0,0.003439630640630359,0.00011653738609355806,0.0,0.0004003030418977443
0.024809100264916117,0.04104689121577392,0.02103639364649619,0.026210308337075983,0.212110333352997,0.029519610353398618,0.09841019890527516,0.08476281731782083,0.034579248226702525,0.0252975740300832,0.348040645200662,0.026161922753773676,0.0018342019700170668,0.0016816634607423817,0.0,9.897801841621557e-06,0.005210724946384576,0.002968643372839378,0.0011479883418389482,0.0007339630727110399,3.6877039867886586e-05,0.0029414758119332015,0.0011930584870996194,0.00014984325292205687,0.0061993789841726646,0.00033465960232687925,1.2013850047002113e-05,0.003560566400280515
0.08312154594876385,0.03742183981385659,0.02152038606072019,0.024292230453241935,0.1122673829988856,0.026176185889099295,0.17961763848470574,0.12451699234793838,0.023626564352690137,0.01933117293336819,0.29959302247958186,0.016850845203450537,0.0005865302661407236,0.0028721057151313767,0.0,2.2549590923777738e-05,0.009293525034863007,0.002920687903985781,0.002084827403709152,0.0003321505815749121,0.00020197770536484015,0.010085267597932558,4.9033965582930456e-05,0.0,0.002599706411673237,9.727265873739831e-05,0.0,0.000518558198078007
0.048461583039379086,0.031827398769948306,0.017964999301699505,0.035401107733396074,0.1166341165549218,0.018186975211491485,0.07083419929071501,0.24113577835342676,0.029120311950403054,0.050113640741028066,0.27496097375981843,0.033052842329087104,0.0006300964410696344,0.0014167361127349562,0.0,1.0304747503040799e-05,0.0038433324799407565,0.0015939239466136032,9.025390777166474e-05,0.0007437285397416653,0.00025429998418832934,0.013188276756672944,0.002564167784681562,0.0,0.002279089729041211,0.0001049909901239879,0.0,0.005586871544602058
0.08110222655709191,0.028774862187452566,0.026521404087506473,0.022625142643566642,0.15788663889856497,0.028858903093634935,0.05581075880747031,0.1593510780326732,0.01844522212561926,0.023672789712805082,0.34459040712679523,0.018376495736301447,0.0018326962830815183,0.0021478358422134195,0.0002741466381784849,2.478732903847403e-05,0.014060529680878448,0.00264168797567102,0.0019485261766629134,0.0006019176275542593,0.00029604772874944086,0.007177617883363107,0.0,0.00014842842783651205,0.002332518808975458,0.0001810879823407019,0.0,0.00031624260597415714
0.04659590250285374,0.05080593904585845,0.02240481792316324,0.0390232755167633,0.07252470532232234,0.028558563009450713,0.10225008655796188,0.08974090452191352,0.01226476698883021,0.01747317112908612,0.46251633675119985,0.01434668578704509,0.00020450556018367026,0.00127202924159193,5.994397390807724e-05,1.8082609565377026e-05,0.024711565140598944,0.0033824650769220454,0.00042473203249974095,9.025479352005508e-05,2.754108799909668e-05,0.005654738342242092,0.0,0.00021583338383554486,0.003991120552536684,0.001043086264379806,0.0,0.00039894688376860833
0.022833826210849437,0.03634439329570425,0.02228061218819739,0.017811758960041165,0.10708325108650255,0.020995633091777502,0.025207474645537874,0.1195622663253116,0.018958532809652238,0.016182491050022202,0.5170236363390945,0.02822374235123737,0.0007447065726739386,0.001142252614471183,2.340715720694653e-05,1.6540932054363683e-05,0.03654899276615625,0.001115612897545332,0.0005543436107745269,0.0001309402098192912,0.00032114678247055544,0.005224480487049418,2.940780422431636e-05,0.00017420635946886924,0.000774004176367138,0.0003185932149827965,0.0,0.0003737460608068613
0.04041979783125108,0.03360049433209297,0.01986868138200945,0.0424539365434873,0.1779928992478143,0.026620161187888586,0.07917955877823127,0.07491787434592664,0.017060857887391482,0.03108231698059524,0.41645914180714144,0.017460985441162674,0.0016831411698928788,0.0016290562345755925,0.0,3.515410281362917e-06,0.0044866793599670765,0.0014569315235793462,0.0012532714411520787,0.0008220760562904368,0.00016298520289153575,0.008431131529704292,0.001000202624856397,0.00020299692202657368,0.001332521821720374,9.030940951107242e-05,0.0,0.00032847552855868613
0.03282709668424183,0.03799494670046619,0.01860173310008073,0.022837152762260927,0.2341565950315472,0.023493122264518777,0.03858260595428271,0.24730510861148008,0.019769055715650616,0.03853079677792407,0.24936829889930712,0.014300404967289094,0.00274695628865557,0.0019316015730326379,0.00015575431304801988,4.299766919932475e-06,0.004328167423587031,0.0020485047802961853,0.0002914254978983575,0.0003776265333412465,0.00015953874758466833,0.007872650578731401,0.00041429254185118845,0.00014998475186121527,0.001109046538222742,8.933523756153956e-05,2.3214394169572113e-05,0.0005306835641895128
0.03688795545689645,0.049585593415770624,0.026447628828471806,0.04293221292530954,0.22443591438172128,0.03321605810742345,0.07568124449324573,0.060114832876295675,0.03189370486779432,0.024114970588663593,0.3241683604261942,0.03280993613629315,0.0024386248538766464,0.0012838354813593355,0.00012184292169263234,1.5354236330764267e-05,0.014592709663457574,0.0036186421452038555,0.0002217579299438757,0.0002958293418065249,0.0003193424389570111,0.005691180221444197,0.001405865844884258,0.0002865386708222668,0.006265723883049006,0.0001650271323338972,3.834760629203699e-06,0.0009854779701291862
0.03542051410892687,0.022579104425915507,0.024165982923307575,0.019350944300193667,0.123143121921706,0.02263041294573777,0.1283639426222962,0.17233843161114124,0.017280794287643307,0.019396366786224414,0.37497782579876804,0.019762864204136827,0.0010631433748648643,0.0008313025200658162,0.0,1.074102317817178e-05,0.006832196916600182,0.0022920384787409945,0.0019766934414980047,0.00019872440849519042,0.0005988598111437308,0.003370688953727801,5.2582545294845125e-05,0.0,0.0019879553532873508,0.0005132892036302882,4.394277594264644e-06,0.0008570837558812694
0.05006302914419676,0.030119888691037357,0.020023461916199026,0.06596301198577595,0.17080005038587157,0.028532767890470843,0.12089267758933209,0.08465025458961306,0.019712996824746556,0.046513995138890665,0.3162329179476625,0.020087449159199293,0.00026359412423085485,0.0013961103691947365,0.00040125134378156353,2.2282438201409713e-05,0.011475719713081487,0.0012778066799559664,0.002082698190365294,0.000538096347914719,0.00014526822943165224,2.6365807009584916e-05,0.004273813733268832,0.0,0.003298815932628673,0.00028767261321406004,6.464309842490453e-06,0.000911538904882881
0.06003201194925197,0.036270829087020943,0.019726065295350044,0.030139599055692953,0.13170950114213661,0.02295048432183636,0.04385296853031661,0.23087559322470147,0.01764363724251494,0.022792393204542287,0.3369784318418758,0.014176241266349946,0.0006328336514641962,0.0008710779284940831,2.8118031174747893e-05,1.094767636066651e-05,0.01621148617167576,0.0013891958502873884,0.0009547032779295215,0.0006293487012644142,0.00018410482531159777,0.009911752126377365,0.00012482584113692298,0.00014172456205526222,0.0010334519806798107,0.0002085079106196271,1.0208181533746093e-05,0.0005099571220449226
0.044611680514052385,0.04227765020617824,0.01712120107196195,0.053181958036744255,0.2048920762739961,0.021141387293895985,0.06599478292885153,0.12408968485003637,0.03096191744967854,0.02379046236540517,0.3241157629308813,0.020238180677670598,0.0008053584613533196,0.0013655580106133585,0.0,6.967367965865767e-06,0.01236686447215571,0.002303770643809343,0.0004274855383958404,0.00036046426956837046,0.0004309284593592632,0.003926971280094689,0.0019569483552475944,0.0,0.001093564142720677,0.00017343446099227827,2.2781579155785735e-05,0.0023421583592155323
0.04688733303901253,0.03813995192831363,0.027229040961856004,0.05052198753387115,0.20580832517584216,0.023295951863209496,0.11113198173095916,0.0665239330393649,0.03851459042828742,0.026792927366330932,0.2906876067009,0.0316543321171417,0.0024052811072102034,0.0020638777476912748,0.0004461609115442085,1.1713942802275589e-05,0.010978492377249566,0.002595811546335828,0.00012170676550248797,0.0006605576437987787,0.0002448828557232467,0.015779477661082533,3.819321502918747e-05,0.00026193860825569687,0.003932713223355905,0.00010299670310055452,5.18685063649052e-06,0.0031630469555928567
0.03966849587941374,0.04429145747969207,0.02363250448785713,0.03253761603354615,0.0803681866422948,0.01951417767015915,0.04692363633099768,0.3118784319092119,0.02682457725811919,0.038625485947631225,0.26360079896880523,0.022141242811976092,0.0018768938335990233,0.0015477044923930248,0.0,2.439690738812901e-05,0.011421618077151962,0.0028013844920349086,0.00020268478122359885,0.0006800401076971212,0.00010960300683665525,0.025438679524746925,0.0016161655309538578,0.00011461254705198693,0.0020869639068696443,0.00011553037011851094,1.730854340036841e-06,0.0019553801478901143
0.030122816274536605,0.030835823266673494,0.016755932523005432,0.02935899452396793,0.13550798245249104,0.02002285384590259,0.10266017334090159,0.10876366187109444,0.028065645187023012,0.032447882782346886,0.4221498287484022,0.022970186464186273,0.0009061135945177665,0.001506538168410399,1.1991847422473196e-05,3.5520416919067392e-06,0.0031996934983550746,0.0022128273404845872,0.00034981189901295745,0.0005161795368131035,0.0002789014056105388,0.004044782912972683,0.004220197348605874,0.000221606923365508,0.002103056235292319,0.0002629953134329553,8.217538406476852e-07,0.0004991488996397278
0.029733945739063006,0.02532465366090842,0.018957530231478465,0.02918515432000947,0.1481592740856071,0.017129471385484055,0.06947681964200807,0.14936003549049548,0.018826769399850722,0.023041700342521673,0.41419971183856313,0.03785008804287744,0.0024452889824489446,0.0021191385772447754,3.161667223419138e-05,4.207367306277862e-06,0.00478461811962374,0.0021276937951441866,0.0010436484432943306,0.00025502155495347236,0.00038819946469579783,0.0016545203696880146,2.853017307613643e-05,0.0,0.001992849598206179,0.00035098271049413706,5.844644425987334e-06,0.0015226853482966166
0.04052155514762065,0.03789843527277461,0.024687112510098173,0.05216662452868059,0.10490011560246532,0.025241317913121526,0.08063656112549443,0.08881417870638433,0.02308338296548091,0.02427994942230157,0.43691428963048545,0.018677844340288206,0.003014706643576158,0.0012500125828920048,0.0,2.963582935622434e-05,0.014297311997034717,0.005239678540293643,0.0007931698636803719,0.001406469272961941,2.1470540760022077e-05,0.007049050788761365,0.004353623726515544,0.0,0.003079163716715849,0.00032527169069016497,1.3399110683043972e-06,0.0013177277304979975
0.06808838544168719,0.03732811208821304,0.03067167959475542,0.026190071026345716,0.06298896916067499,0.026783069434340664,0.03495580822203664,0.24410797926106484,0.02793337161426105,0.02402210314517288,0.38483091553130494,0.009697957018496989,0.0019935011847789542,0.0013487972401831881,0.0003629665635765126,2.3831237461565608e-05,0.002600179961525226,0.0029934001296293097,0.0017233568736079307,0.00043736500915497886,0.00036225985129131324,0.0025889500840572894,0.0022469421300289217,0.00026335501183304756,0.0034010007603937037,0.0001819247417490542,3.6026910576198497e-06,0.0018701449913169335
0.043493717833219175,0.03628817799481401,0.02096806210637514,0.03832998571375133,0.12568017271071596,0.023973003392442047,0.09672817183735223,0.24491955209888353,0.026813555374277768,0.02138550550210819,0.27871587646866164,0.012949388791905204,0.0006268557955711984,0.00184044938168107,8.37633935421184e-05,9.60035634084302e-06,0.013484748149126794,0.003299830418625012,0.0005506954977608736,0.0003622452365256424,0.0002627522073858948,0.0036341790827843445,0.0015754533867928901,0.00016679887916492108,0.002126373024421084,0.000194021799248072,1.6985143046875016e-06,0.0015353650522184018
0.04289429600242192,0.03077165688818775,0.021211132519312736,0.033240701645561976,0.09390756153371115,0.018292176296100773,0.05581098047122735,0.2108792728251876,0.018594742693383327,0.024091814014757067,0.40056811417242055,0.024557382978771566,0.0018930593047369077,0.0017233328729927045,2.9540394090058904e-05,1.031406954338923e-05,0.004549607192026582,0.001954739501026098,0.0011488671202624385,0.00046908305074714013,0.0002618928337492258,0.007466344913384691,0.0017392931666989136,0.0,0.0029946964923617115,0.0003175818700748166,0.0,0.0006218151772616304
0.056563710628213526,0.02692798412985239,0.028818035477754106,0.02899172121489161,0.15019186385703323,0.039208266769117844,0.06192553230680266,0.13570247959267195,0.026975468212919938,0.023605894258965997,0.3623361184203777,0.02094195893154805,0.0009653520084133306,0.003151083641269077,0.00015564999090264943,4.6231203170095295e-05,0.0192003245632701,0.0025711374041668504,0.001303654680780531,0.00016487010353553346,0.0005127355723913525,0.004201215482794321,0.0020324718046207265,0.0,0.0024776894480174573,0.0003854343068739453,7.388790395537404e-06,0.000635727199249552
0.040743602769163466,0.03430233559976325,0.021401659604251413,0.020873562219763605,0.10221788611956002,0.017521895841716553,0.07387084006550708,0.2316963980364057,0.01841240165676315,0.0334372268666981,0.36347809935555775,0.018224511233398077,0.0006070289093243648,0.0018404028734389142,0.00015866643956599538,5.6908795698371395e-06,0.004669511771195155,0.0017998674661127228,0.00042578251181536763,0.00036717587966324504,0.0002131007882952167,0.008593798455941356,0.0025367445903192024,0.0,0.0012153738875758952,0.00025684481790114584,5.636905488236349e-06,0.0011239544552452388
0.048028776107951206,0.0465428283128611,0.02016871519902742,0.04782433525472358,0.2774586634062794,0.018383223741238137,0.1252250385693777,0.07151959617496545,0.03201774331681977,0.04509214774320917,0.20233049757411148,0.03521894973704559,0.0023775706959122435,0.0014746069514293858,0.0,2.95220652224766e-05,0.006004031728810659,0.0037291365285493966,0.00011553859314827512,0.00011616328351815587,0.00021224773849870456,0.009739604473424344,6.659217065259858e-05,0.0,0.0034614451865862075,0.00012454714666609173,1.9337834827708085e-06,0.0027365445164886874
0.03109075227581742,0.033205753903427525,0.02814556022643797,0.045997406622933966,0.15717863838801807,0.03022942693599606,0.07510686570574569,0.04028394913609695,0.028126826087440247,0.026287862231154643,0.4434519765152387,0.03096049556868681,0.0011411682934835419,0.0008515307274243505,1.5908760357171717e-05,5.747099951655805e-06,0.014707617168601647,0.002175060306330817,8.159812834526767e-05,0.0005404246693227295,8.068940019716384e-06,0.0037916257074720964,0.0029853793696311883,0.0,0.002053706533532304,0.0009750502658150534,1.7848550184989364e-06,0.0005998155776999083
0.02331624699601927,0.03316356225819594,0.01811897691431539,0.023815107410765975,0.19216387254351194,0.018929668004387785,0.07986576896638824,0.2156524341655703,0.016972268128701694,0.01995681923122908,0.31026734032246023,0.019907282939311505,0.00017602272142205804,0.0021789455843509277,7.356826171683017e-05,8.666127358401792e-06,0.010869056395442145,0.0013673748427854902,0.00011033725078742668,9.811857894521256e-05,0.00028250274186379464,0.008476359825537324,0.002169145581941716,0.0001080855124053884,0.0008252956825490803,0.00013196103439303084,1.5386069910676494e-06,0.0009936733706528604
0.05927159269642672,0.04080848461237083,0.017731054765428838,0.0414296943283581,0.053239074233739976,0.015310332763194656,0.06204629756635961,0.15631687741596625,0.022217551478032477,0.02209953434405176,0.47023270432296477,0.017685940279744457,0.00047840948154306416,0.0012493941951318042,0.0,9.935830946307734e-06,0.003961992793189849,0.003226682550681668,0.000752368862656375,0.0007058698255824532,0.00014710252551860227,0.0055700504716387515,0.003532512407593978,0.0,0.001628543293577972,4.785471118525638e-05,0.0,0.0003001442441155046
0.026977192780025822,0.03719835959154939,0.01985110131696361,0.036830596266728216,0.18328513943610436,0.03229759317330449,0.15532159413484828,0.04657346091895831,0.05117116495220183,0.017050479025582772,0.34499163507963054,0.02252799449362314,0.0009362989582782864,0.0016510798075444427,0.0,4.1444366503715724e-06,0.008502832678452109,0.002207440689960161,0.00028649714341300557,0.0005526912671710479,9.210918104350515e-06,0.003558306790477261,0.0035124303800216474,0.00013095976919330596,0.0009636109534436917,0.000983211215591949,1.5124796263684268e-06,0.0026234613425512683
0.02127081946406914,0.03684278641158622,0.02646891112623355,0.019587477990133783,0.1479571683582965,0.019793288215221756,0.07568967065225843,0.29753097619294,0.023067766579392964,0.0345950564595388,0.24213131016416567,0.02887084209326508,0.0018507317449044291,0.0018438147510281232,0.0,9.371518539960601e-06,0.0067626559613983474,0.0031527658695535803,0.004031829327095817,0.00041456277011752085,0.0,9.26634276903823e-06,0.0011975400559649234,0.0,0.0027639486733137737,9.90290322408992e-05,5.507987434321128e-06,0.0040529022585372824
