lat,lon,sand,silt,clay,slope,elev,MAT,MAP,pH,tot_OC,tot_N,Acrisol,Alisol,Andosols,Arenosol,Cambisol,Ferralsol,Fluvisol,Gleysol,Lixisol,Luvisol,Nitisols,Plinthosol,Podzol,Regosol,Umbrisol
0.018135642441917857,0.019437539450802763,0.06370420363916073,0.04734642195361348,0.03202612012467314,0.04650644548596222,0.09277749753360513,0.2480461916978829,0.016142176205702415,0.08282606714672276,0.07314147986671943,0.234073536160499,0.0001598077337519899,0.00015384007390018995,0.004493329073399207,9.37034740458366e-06,0.0017607402806152951,0.00023263479665639822,0.0005018262253731039,0.0012921712271109825,1.5222323755253284e-06,0.00010638464314222455,0.000373891036915684,0.0010138074218083693,0.00033546489044510995,0.0,0.015401888309839492
0.023056848392897334,0.019411425242572198,0.07894108686181833,0.05330360219060847,0.054238879648380436,0.028510197475177704,0.05163868013849088,0.07614040822319729,0.012249713761257611,0.08634298599273874,0.21697097498725523,0.26465062713693105,0.00010006471523440554,0.00014636819174954576,0.0012897121796495218,8.148235479502936e-05,0.011975175910577786,0.00011075154261989189,7.393530827067007e-05,0.002412783527858937,1.473293276149169e-05,0.0001242458702439809,0.0,0.001520031669236395,0.004053616411667127,0.0,0.012641669334009988
0.05591838865938879,0.034471166671107514,0.152071433017773,0.11989035141401587,0.049435266438637174,0.03250133105701138,0.053263171093711696,0.06817160750303455,0.022286748264699938,0.03333089108166951,0.0681566136878813,0.2844061226668581,0.00037093268327585016,0.0003667319834291586,0.009012251215793464,0.00039760671089828615,0.004486800627896562,0.0008094020069272106,0.0026081118096983862,0.0017544218257545556,1.215792748995971e-05,0.00021093519796625546,0.000717577534644796,0.0038784385701940384,0.0007695610677005001,0.0,0.0007019792825421332
0.030319930478559555,0.015335438844247066,0.08135218898316021,0.040989252950232556,0.05384510598908304,0.07331984448747751,0.07813322989213109,0.03661954947195014,0.02194565046744727,0.08084524217821003,0.20967864109717374,0.255362852248026,0.0001729509800813317,9.175022639128404e-05,0.0,1.7026974019079753e-05,0.008082448851801665,0.0001296829729288622,0.0007757311055584163,0.0013082259578990885,0.0,4.0978149721978244e-05,0.00040568581240836023,0.0006979447119290015,0.0010247687569056075,2.1544441335708295e-06,0.009503723968523628
0.014220337634933503,0.010278582690219192,0.056429104226310235,0.10378365650607174,0.031746890202626984,0.07954742744466149,0.13051169824554637,0.1017894529367522,0.0055340492971309285,0.1145899040679915,0.14806602067465602,0.1796936203205259,0.00017547859858737166,0.00012405143100557148,0.0,5.8492459592092704e-05,0.001678209908413912,7.436811266941746e-05,0.00035772267290922394,0.00065102787393336,4.241091861991389e-06,0.00018876558034821968,0.0,0.0020612686750529417,0.0003388022735881712,3.1806283454956704e-06,0.01809364644626626
0.034966939716781775,0.01575418948778094,0.07595085049195678,0.05506848316682943,0.04710489044989558,0.06770314974798572,0.08520906450470284,0.07902912269370176,0.029453777093096215,0.03061254359291178,0.1826472444423259,0.2697064605128227,0.0003538420970000764,0.00025724677774141655,0.0016545805858999988,3.646136202210425e-05,0.0021545854930468105,0.00018554614246619919,0.00011384295267926605,0.003306003528764211,7.995816286599567e-06,5.556766489905326e-05,0.0002627853164700304,0.001385133255482575,0.003878270332016142,0.0,0.013141422774434123
0.014266934470149333,0.016549194071667227,0.06258820334535407,0.02466884932405937,0.06047742525117647,0.04976666911674732,0.07361133236035083,0.1431542290481252,0.02651709203993485,0.08633697254749118,0.15254518793423402,0.26361302848639534,6.463611370574551e-05,0.0006920814493053209,0.0,9.5803523576611e-05,0.007700270077257219,0.00030844539676443746,0.00021811883919484355,0.0006414065596843155,3.898615427928491e-06,4.941037826477381e-05,0.0003060680416769108,0.0014857097171168251,0.001451825846118181,0.0,0.012887207446221767
0.026965731938497935,0.015230833900130608,0.12745068509429722,0.06901941676742848,0.03803185042291448,0.034791770047922714,0.021988949232022204,0.021598157110369973,0.02065070386973252,0.05408065540983399,0.09883712741385801,0.4319017649697411,0.0005770991935363526,0.0002259629455909124,0.0,0.00023446236969722697,0.014822316516838154,0.0003686011658295774,0.0007172083341524579,0.003961337663334837,3.6338561266508363e-06,6.715303929752944e-05,0.0015118881705786372,0.0029910343863477364,0.004149290441690182,1.8251313451814433e-05,0.009804114426778827
0.0343274350025003,0.00805518815003698,0.07177859754743891,0.02665639553241751,0.02279423168123825,0.05235251499106681,0.10801677143909022,0.23468010320564847,0.02510483931522278,0.0654618203718911,0.12981478207007308,0.18048593982269298,0.0002303551346845064,6.991724880633923e-05,0.0,4.489792006007767e-05,0.005741233106400399,0.00020904595810909086,0.00046911613297542386,0.0004710213701924642,1.0483563953690168e-05,0.00010815652118343288,0.00030916241383648513,0.0010694858071892163,0.0005413308920280271,9.15504515893827e-06,0.031188019756104607
0.0496037837965966,0.02513823713064706,0.11128939026859169,0.057100866791475566,0.04226930304657249,0.020374314473111152,0.04651464569959082,0.06130156590970098,0.01825542493420454,0.05371955596511438,0.07818947173873125,0.4117115991306982,8.13277414368611e-05,0.00023443754575306765,0.004849835044349467,0.0001248362573658008,0.0034725597959378136,0.0015218579351530617,0.0013135320941806878,0.0065619002734514775,6.892442866069102e-06,3.880636629197977e-05,0.0,0.0011500437598601831,0.004460720228569218,0.0,0.000715091629749605
0.03690299001471313,0.02130645034218477,0.14932840821854942,0.056043283402484045,0.061260180586219244,0.03064357326475934,0.03265556461255859,0.05007961024602953,0.013561660428823565,0.02200494057790585,0.055361406006979516,0.4187717093772799,0.00034709827977431033,0.00019222642644428693,0.012011513109523822,9.08948133378775e-05,0.0015946140019519597,0.0008981809255833205,0.005383562165055495,0.004662634934973344,1.4570492671100588e-05,8.604738712380709e-05,0.0,0.002799915833414046,0.003705719551010774,7.679422047150983e-06,0.020285565578601804
0.032453283200216974,0.01190180156990813,0.08446296312585981,0.0599279648551813,0.03874954744914314,0.09995373848317854,0.12004702923603751,0.18476979270579522,0.02592529308172235,0.017897306821425044,0.06784640247055898,0.22754145994701466,0.0005263313244644926,0.0006874700995577666,0.006196288448403891,0.00021184762295582864,0.004705915570542348,0.0005043816424619949,0.0016526708802957414,0.0012610406885325935,0.0,0.00016697607156422058,0.00048759458649022964,0.0015733021136277326,0.0006810988940092888,2.102336931538874e-06,0.00986639677412051
0.031105504126114823,0.018150367819995853,0.10692792514432994,0.032567367342808094,0.045756466348891175,0.0185451568242261,0.03537789299997656,0.05304817455076598,0.016636308305949865,0.12467651107243422,0.15643465418601873,0.32781362389161345,6.638048293289804e-05,0.00016224844625736936,0.005129774807420916,6.0442059895230426e-05,0.01338864286798146,0.0003497482327830636,0.0021240417291173447,0.0010104486998339843,5.415815832608913e-06,4.661025839075196e-05,0.00029123729014620087,0.0014179776519592556,0.002399681712553046,0.0,0.006507397331771101
0.023394087465245517,0.01503855787305836,0.052497912430166396,0.0825659026472436,0.0453667766637713,0.02539141979086488,0.04743440404922201,0.06003395385009516,0.009778883707823259,0.08201353474452422,0.2190640730135998,0.2943321318602677,7.981888901679033e-05,0.0002405549900839403,0.0023085982783848315,5.543448991610011e-05,0.024779391020831088,0.00022392803765557026,0.0005162177565126333,0.002403012100651688,1.8969715653250951e-06,6.875720531807014e-05,0.00020258950001248696,0.0013717962428259694,0.0044391762356841375,3.211359526345307e-06,0.006393978826132945
0.01834911297190252,0.020445605928025783,0.08428832675814035,0.023680593819586888,0.03278151165833882,0.037441452069168754,0.10366739301735223,0.09524735196877648,0.030882801382778498,0.10498541612322206,0.22297270608884487,0.17659687719263695,0.00014691500858683804,5.616201012319047e-05,0.0,8.13621507491953e-05,0.007638453554814815,0.00011534885293491688,0.0013286057737192795,0.0006068242183030649,7.771163317790134e-06,0.00030593511578085356,0.0006021075485258815,0.00022025082334853948,0.000973887133942488,0.0,0.036577227667078945
0.02462826571481247,0.019946468577846935,0.07523747615741107,0.04525521556670398,0.05202061506537126,0.018049603764556377,0.041749143557173324,0.07360933513926049,0.01961490963808555,0.0955834711013473,0.17371629225855575,0.32779020073755777,0.0002284812106120178,0.00018304405885924071,0.00317643357006428,0.00010634877152564119,0.011039720770884479,0.00016478254881498698,0.0007464733814778959,0.00010156951138303919,3.783926379220615e-06,0.0001584315554837558,0.0003087276137011717,0.0003748006691123437,0.004062374951754062,0.0,0.012144030181265445
0.02630974497377822,0.016669054429600632,0.0652561376486734,0.018645860447134007,0.04257477977967559,0.0458398452334152,0.06627070898460452,0.2133010189729551,0.015484143306179242,0.06316773957454554,0.1704017516023652,0.23978552103628095,0.00013472151413492645,0.00027447697792920203,0.0013491789110527885,3.173222784707877e-05,0.005586340622464411,0.00013168352602830767,0.0003848408157220729,0.0001842346516811673,0.0,5.806319969921767e-05,0.00024262222020107367,0.0009367089641970373,0.0014208123257974483,0.0,0.0055582780540378365
0.017396442113097484,0.016671666688544886,0.07348578178684033,0.026690778235973225,0.049948813339643724,0.03993787717511925,0.05112581575315554,0.1998670108426558,0.01873245543484755,0.048625725612382424,0.2351132760606662,0.20061923110966892,6.473832770410364e-05,9.478981515354948e-05,0.0013737877265956146,3.74907621542523e-05,0.006055770736358525,0.0001536433157012928,0.00021798955822227017,0.0008527961464080378,3.3747731208446326e-06,4.8329535666412686e-05,0.00013867253560474226,0.0004903841215100677,0.0017742293463587407,2.9419246607502834e-06,0.010476187222185598
0.038766305908414025,0.022592897583662994,0.10462139226360265,0.13642889002848055,0.04785583211493407,0.02076893026321613,0.019311196059262743,0.02258031748891954,0.0329917413315241,0.0719547806669965,0.14067323633175016,0.31510380963668705,0.0005732811955637517,0.0001574034894392773,0.0,0.00010061943887535745,0.007893590350219267,0.000639167861928981,0.00091953722870688,0.0020322781593352162,5.190226734568507e-06,0.00014001964983758063,0.0005286003492161463,0.0006582656896039929,0.00229243878757442,0.0,0.010410277895514014
