nx,ny,lat,lon,sand,silt,clay,slope,elev,MAT,MAP,pH,tot_OC,tot_N,s_type2_Acrisol,s_type2_Alisol,s_type2_Andosols,s_type2_Arenosol,s_type2_Cambisol,s_type2_Ferralsol,s_type2_Fluvisols,s_type2_Gleysol,s_type2_Lixisol,s_type2_Luvisol,s_type2_Nitisols,s_type2_Plinthosol,s_type2_Podzol,s_type2_Regosol,s_type2_Umbrisol
227,182,1.2500,-66.2500,0.2072,0.6792,0.1136,0.1926,79.5542,26.0333,2824.5000,4.5800,0.7156,0.0767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
228,182,1.2500,-65.7500,0.1900,0.7000,0.1100,0.1957,70.4989,26.1944,2728.4722,4.6000,0.7156,0.0767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
229,182,1.2500,-65.2500,0.1900,0.7000,0.1100,0.1752,71.2844,26.3250,2698.0278,4.6000,0.7156,0.0767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
230,182,1.2500,-64.7500,0.1900,0.7000,0.1100,0.1629,64.9106,26.4611,2723.8333,4.6000,0.7156,0.0767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
231,182,1.2500,-64.2500,0.1900,0.7000,0.1100,0.1592,62.1256,26.5722,2666.7222,4.6000,0.7719,0.0847,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
232,182,1.2500,-63.7500,0.1900,0.7000,0.1100,0.1482,57.1389,26.6222,2533.6667,4.6000,0.8170,0.0911,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
233,182,1.2500,-63.2500,0.1900,0.7000,0.1100,0.1552,53.1194,26.6917,2434.8611,4.6000,0.9638,0.1116,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
234,182,1.2500,-62.7500,0.1446,0.6552,0.2002,0.1532,48.6197,26.7500,2399.3057,4.2450,0.9270,0.1047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
235,182,1.2500,-62.2500,0.2078,0.5587,0.2335,0.2087,37.3919,26.9444,2239.0833,4.1060,1.0160,0.1191,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
236,182,1.2500,-61.7500,0.2148,0.4219,0.3633,0.2062,32.6856,27.0389,2134.1111,4.1310,1.0760,0.1280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
237,182,1.2500,-61.2500,0.4536,0.1343,0.4121,0.1680,44.9664,27.0667,2222.7222,4.7710,0.7269,0.0783,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
238,182,1.2500,-60.7500,0.2502,0.2918,0.4580,0.4332,76.8364,27.0222,2380.4167,4.0940,0.8296,0.1046,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
239,182,1.2500,-60.2500,0.3896,0.3164,0.2940,0.3437,75.2608,27.1444,2508.6943,4.0120,0.8400,0.1071,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
240,182,1.2500,-59.7500,0.2162,0.2858,0.4980,0.6409,95.9325,27.1306,2466.5000,4.1140,0.8400,0.1071,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
241,182,1.2500,-59.2500,0.1074,0.2666,0.6260,1.0793,123.1747,26.9361,2365.8611,4.1780,0.8400,0.1071,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
242,182,1.2500,-58.7500,0.2808,0.2972,0.4220,0.9882,116.8611,27.0861,2306.6667,4.0760,0.8400,0.1071,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
243,182,1.2500,-58.2500,0.2846,0.2138,0.5016,1.0722,136.0780,26.9278,2289.0833,4.0960,0.7844,0.0989,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
244,182,1.2500,-57.7500,0.1877,0.2053,0.6070,1.0095,134.2108,27.0167,2302.3889,3.9780,0.7804,0.0955,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
245,182,1.2500,-57.2500,0.3010,0.1442,0.5548,0.9848,135.1389,27.1972,2411.7500,3.6960,0.7171,0.0853,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
246,182,1.2500,-56.7500,0.2126,0.1936,0.5938,0.7508,73.2494,27.3444,2510.0833,3.9300,0.7114,0.0862,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
247,182,1.2500,-56.2500,0.1024,0.2651,0.6325,0.7463,74.3744,27.2028,2526.4167,4.2390,0.6589,0.0782,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
248,182,1.2500,-55.7500,0.1876,0.3345,0.4779,0.9355,85.7067,26.8028,2320.4443,4.5290,0.7293,0.0828,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
249,182,1.2500,-55.2500,0.1302,0.2933,0.5765,1.0555,178.8942,26.4361,2004.0555,4.3190,0.7934,0.0857,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250,182,1.2500,-54.7500,0.0700,0.2600,0.6700,1.4460,244.9286,25.6944,1779.1945,4.2000,0.6852,0.0707,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
251,182,1.2500,-54.2500,0.4028,0.2303,0.3669,1.7491,344.3650,25.6806,1657.0000,4.5810,0.7663,0.0836,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
252,182,1.2500,-53.7500,0.5753,0.1629,0.2618,2.1176,370.8881,25.9417,1743.4445,4.2100,0.7861,0.0985,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
253,182,1.2500,-53.2500,0.6807,0.1614,0.1579,1.5934,219.5158,26.7278,1790.6111,4.1200,0.8209,0.1035,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
254,182,1.2500,-52.7500,0.4130,0.2743,0.3127,0.8596,70.2475,26.8111,1948.8889,4.6380,0.7331,0.0831,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
255,182,1.2500,-52.2500,0.2062,0.4296,0.3642,1.1734,67.9772,27.0250,2302.1667,5.1860,0.8706,0.0988,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
256,182,1.2500,-51.7500,0.0592,0.6036,0.3372,0.2919,19.0453,26.9972,2472.6389,5.2760,0.9673,0.1125,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
257,182,1.2500,-51.2500,0.1149,0.5720,0.3131,0.1851,15.2400,26.8750,2515.9167,5.0660,0.9859,0.1152,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
258,182,1.2500,-50.7500,0.2240,0.5180,0.2580,0.1675,17.0267,26.8417,2522.5000,5.0600,1.0940,0.1306,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
259,182,1.2500,-50.2500,0.7000,0.2100,0.0900,0.1262,19.3889,26.8417,2727.8333,4.5000,0.9235,0.1049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
260,182,1.2500,-49.7500,0.7030,0.1965,0.1005,0.0939,21.0733,26.9417,2727.7222,4.5750,0.8789,0.0975,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
261,182,1.2500,-49.2500,0.7056,0.1586,0.1358,0.1410,16.5683,27.0889,2598.6389,4.8180,0.8789,0.0975,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
262,182,1.2500,-48.7500,0.6278,0.2255,0.1467,0.1096,7.1785,27.0710,2367.6775,4.8058,1.0874,0.1030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
263,182,1.2500,-48.2500,0.7928,0.0329,0.1742,0.1953,15.1313,26.8194,2385.7500,5.1705,0.8895,0.0921,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
264,182,1.2500,-47.7500,0.8000,0.0300,0.1700,0.2378,32.5775,26.4583,2439.9443,5.2000,0.7269,0.0783,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
265,182,1.2500,-47.2500,0.7982,0.0328,0.1690,0.3043,36.9122,26.1444,2447.0278,5.1960,0.7156,0.0767,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
266,182,1.2500,-46.7500,0.6384,0.1556,0.2060,0.2833,36.4633,26.1167,2329.2500,5.4470,0.8059,0.0798,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
267,182,1.2500,-46.2500,0.2872,0.3158,0.3970,0.2643,31.2361,26.4444,2178.2222,5.5155,1.3993,0.1006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
268,182,1.2500,-45.7500,0.1145,0.3265,0.5589,0.2337,18.2654,26.7065,2403.7742,5.0907,1.4725,0.1034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
203,183,1.7500,-78.2500,0.4870,0.3690,0.1440,9.3918,3300.5159,14.7444,2165.3333,5.3680,1.4768,0.1424,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
204,183,1.7500,-77.7500,0.4433,0.2874,0.2693,4.0069,1111.7570,22.7583,3823.9443,4.6540,1.1795,0.1125,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
205,183,1.7500,-77.2500,0.2918,0.3995,0.3087,1.4778,489.3878,24.3028,3433.6389,4.6980,0.6589,0.0654,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
206,183,1.7500,-76.7500,0.4173,0.3680,0.2147,0.8127,343.9914,25.0028,3198.2500,4.5980,0.7365,0.0833,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
207,183,1.7500,-76.2500,0.4263,0.3776,0.1961,0.3866,247.7989,25.3361,3024.5278,4.7300,0.8400,0.1071,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
208,183,1.7500,-75.7500,0.5974,0.2462,0.1564,0.3342,223.9306,25.4389,2821.2500,5.0090,0.8400,0.1071,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
209,183,1.7500,-75.2500,0.5966,0.1822,0.2212,0.4587,211.2756,25.6194,2664.7778,4.8450,0.8054,0.0986,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
210,183,1.7500,-74.7500,0.4187,0.2499,0.3314,0.3337,183.2442,25.8861,2795.4443,4.1780,0.8341,0.0950,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
211,183,1.7500,-74.2500,0.4554,0.2318,0.3128,0.2950,176.5228,26.0278,2955.8611,4.0250,0.7363,0.0818,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
212,183,1.7500,-73.7500,0.5090,0.2179,0.2731,0.3278,170.0972,26.1917,2886.7222,4.1870,0.8123,0.1003,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
213,183,1.7500,-73.2500,0.5060,0.2021,0.2919,0.2388,160.8597,26.2833,2699.2222,4.5280,0.8542,0.0968,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
214,183,1.7500,-72.7500,0.5240,0.1820,0.2940,0.2490,160.1261,26.3083,2753.4722,4.5600,0.8192,0.1020,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
215,183,1.7500,-72.2500,0.4770,0.2024,0.3206,0.2822,142.6872,26.2917,2831.1111,4.6210,0.8020,0.0978,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
216,183,1.7500,-71.7500,0.4800,0.2000,0.3200,0.1893,139.6742,26.2250,2912.0833,4.6000,0.8227,0.1029,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
217,183,1.7500,-71.2500,0.4710,0.2072,0.3218,0.2197,125.4686,26.0667,3013.5557,4.6630,0.8192,0.1020,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
218,183,1.7500,-70.7500,0.4730,0.2056,0.3214,0.2122,134.4931,25.9083,3093.2778,4.6490,0.8296,0.1046,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
219,183,1.7500,-70.2500,0.4528,0.2144,0.3328,0.2557,124.4803,25.7389,3166.3611,4.6480,0.8261,0.1037,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
220,183,1.7500,-69.7500,0.4704,0.2064,0.3232,0.2845,126.1494,25.5639,3318.3057,4.5920,0.7743,0.0911,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
221,183,1.7500,-69.2500,0.2432,0.4183,0.3385,0.3686,126.5892,25.5806,3537.2500,4.1450,0.7263,0.0793,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
222,183,1.7500,-68.7500,0.3617,0.3484,0.2899,0.3213,107.1367,25.5500,3482.0000,4.3000,0.7156,0.0767,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
223,183,1.7500,-68.2500,0.2308,0.4849,0.2843,0.2754,97.3936,25.5917,3456.3333,4.3210,0.7156,0.0767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
224,183,1.7500,-67.7500,0.1186,0.6817,0.1997,0.2270,85.7297,25.6361,3380.6667,4.4650,0.7156,0.0767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
225,183,1.7500,-67.2500,0.1288,0.6892,0.1820,0.1972,78.2550,25.6833,3198.1389,4.4920,0.9214,0.1030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
226,183,1.7500,-66.7500,0.1492,0.6928,0.1580,0.1934,73.2461,25.7528,3002.8333,4.5280,0.9510,0.1065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
227,183,1.7500,-66.2500,0.1158,0.6376,0.2466,0.1834,65.2125,25.8556,2894.6943,4.3940,0.9505,0.1087,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
228,183,1.7500,-65.7500,0.0970,0.5917,0.3113,0.1752,60.3489,26.0722,2830.6389,4.2960,0.9613,0.1117,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
229,183,1.7500,-65.2500,0.1438,0.6403,0.2159,0.1648,63.0622,26.2361,2891.6667,4.4400,0.8604,0.0973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
230,183,1.7500,-64.7500,0.1886,0.6998,0.1116,0.1040,68.1567,26.3889,2997.7222,4.5950,0.7156,0.0767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
231,183,1.7500,-64.2500,0.1396,0.6928,0.1676,0.1235,65.5758,26.5222,2851.9167,4.4200,0.7156,0.0767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
232,183,1.7500,-63.7500,0.0794,0.6842,0.2364,0.1526,60.9061,26.6000,2689.0278,4.2050,0.7945,0.0879,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
233,183,1.7500,-63.2500,0.0584,0.6812,0.2604,0.1289,56.7372,26.6500,2605.0557,4.1300,0.8846,0.1008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
234,183,1.7500,-62.7500,0.0808,0.6844,0.2348,0.1459,50.4506,26.7556,2595.1667,4.2100,0.8958,0.1024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
235,183,1.7500,-62.2500,0.0500,0.6800,0.2700,0.1284,46.4539,26.8556,2507.2500,4.1000,0.8282,0.0927,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
236,183,1.7500,-61.7500,0.0890,0.6579,0.2531,0.1369,46.0311,26.9944,2362.5557,4.1000,0.9255,0.1074,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
237,183,1.7500,-61.2500,0.5102,0.2173,0.2725,0.2461,37.3975,27.1083,2370.3611,4.7170,0.9183,0.1077,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
238,183,1.7500,-60.7500,0.5599,0.1955,0.2446,0.5208,70.7472,27.0500,2543.3611,4.6230,0.7886,0.1001,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
239,183,1.7500,-60.2500,0.4155,0.2621,0.3224,0.4214,74.8883,26.9861,2753.1943,3.8610,0.8400,0.1071,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
240,183,1.7500,-59.7500,0.3794,0.2771,0.3435,0.5794,91.3183,27.1056,2621.2222,3.9130,0.8400,0.1071,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
241,183,1.7500,-59.2500,0.2672,0.2223,0.5105,0.6110,82.4153,26.9222,2352.1111,3.8810,0.8400,0.1071,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
242,183,1.7500,-58.7500,0.3726,0.1559,0.4715,0.6831,135.4067,26.9333,2259.0557,3.5810,0.7943,0.1008,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
243,183,1.7500,-58.2500,0.4100,0.0750,0.5150,0.8087,98.8492,27.0472,2186.4443,3.3140,0.6480,0.0786,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
244,183,1.7500,-57.7500,0.4100,0.0700,0.5200,0.6949,114.9967,27.0778,2131.9167,3.3000,0.7153,0.0871,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
245,183,1.7500,-57.2500,0.4100,0.0700,0.5200,0.6863,91.5664,27.2472,2122.8611,3.3000,0.8051,0.0923,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
246,183,1.7500,-56.7500,0.4100,0.0700,0.5200,0.8034,93.3144,27.1417,2308.5278,3.3000,0.8174,0.0963,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
247,183,1.7500,-56.2500,0.2480,0.3290,0.4230,0.8537,86.0794,27.1611,2416.0278,3.7900,0.8857,0.0988,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
248,183,1.7500,-55.7500,0.2300,0.3606,0.4094,0.5321,38.8585,26.9417,2211.5557,3.8660,0.9060,0.1044,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
249,183,1.7500,-55.2500,0.2723,0.3854,0.3423,0.6329,70.0014,26.7528,1873.1111,4.4440,0.7969,0.0928,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250,183,1.7500,-54.7500,0.2135,0.4537,0.3328,0.4764,38.9847,26.7389,1680.5000,4.8090,0.7651,0.0912,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
251,183,1.7500,-54.2500,0.4219,0.3137,0.2644,0.8366,88.0489,26.8222,1648.6666,4.6090,0.7362,0.0872,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
252,183,1.7500,-53.7500,0.4130,0.3842,0.2028,0.7971,103.7683,27.0333,1697.7778,4.4180,0.8708,0.1039,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
253,183,1.7500,-53.2500,0.2738,0.4934,0.2328,0.6382,44.8946,27.0361,1780.1111,4.5900,0.9836,0.1176,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
254,183,1.7500,-52.7500,0.1170,0.5760,0.3070,0.7154,36.0668,27.1000,1949.5555,5.0380,1.0512,0.1245,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
255,183,1.7500,-52.2500,0.1678,0.5184,0.3138,0.2277,9.5509,27.0361,2274.1389,4.9160,0.9651,0.1122,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
256,183,1.7500,-51.7500,0.5091,0.2480,0.2429,0.2720,25.2692,26.8139,2291.6667,4.0940,0.8349,0.0937,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
257,183,1.7500,-51.2500,0.6916,0.0980,0.2104,0.2602,32.8513,26.7861,2293.9722,3.6440,0.9813,0.1145,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
