nx,ny,lat,lon,sand,silt,clay,slope,elev,MAT,MAP,pH,tot_OC,tot_N,s_type2_Acrisol,s_type2_Alisol,s_type2_Andosols,s_type2_Arenosol,s_type2_Cambisol,s_type2_Ferralsol,s_type2_Fluvisols,s_type2_Gleysol,s_type2_Lixisol,s_type2_Luvisol,s_type2_Nitisols,s_type2_Plinthosol,s_type2_Podzol,s_type2_Regosol,s_type2_Umbrisol
233,189,4.7500,-63.2500,0.0642,0.5673,0.3685,0.2272,58.5325,26.2750,2401.7500,3.7090,0.7269,0.0783,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
234,189,4.7500,-62.7500,0.0991,0.5269,0.3740,0.1483,57.5692,26.3500,2436.1389,4.4810,0.7832,0.0863,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
235,189,4.7500,-62.2500,0.1789,0.5093,0.3118,0.1710,41.6936,26.4833,2500.2500,5.1360,0.8620,0.0975,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
236,189,4.7500,-61.7500,0.2493,0.5983,0.1524,0.1864,45.6447,26.5667,2569.7778,4.3190,0.7156,0.0767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
237,189,4.7500,-61.2500,0.2500,0.6000,0.1500,0.1514,48.7850,26.7194,2606.9443,4.3000,0.7494,0.0815,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
238,189,4.7500,-60.7500,0.3100,0.5340,0.1560,0.1658,43.0686,26.8389,2459.8611,4.2040,0.9409,0.1088,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
239,189,4.7500,-60.2500,0.5940,0.2054,0.2006,0.1925,40.5586,26.9083,2303.2778,3.7550,0.8945,0.1022,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
240,189,4.7500,-59.7500,0.6840,0.1094,0.2066,0.1872,38.8119,26.9361,2166.8611,3.6100,0.8395,0.0943,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
241,189,4.7500,-59.2500,0.7500,0.0500,0.2000,0.1875,46.5647,26.9083,2173.3611,3.5000,0.8733,0.0992,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
242,189,4.7500,-58.7500,0.7500,0.0500,0.2000,0.3300,56.1453,26.8250,2263.7222,3.5000,0.7156,0.0767,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
243,189,4.7500,-58.2500,0.7500,0.0500,0.2000,0.4524,70.7772,26.7917,2323.3889,3.5000,0.7156,0.0767,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
244,189,4.7500,-57.7500,0.7235,0.0570,0.2195,0.6561,89.9883,26.7806,2292.5000,3.5150,0.7156,0.0767,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
245,189,4.7500,-57.2500,0.5079,0.1292,0.3629,0.6504,99.6172,26.6611,2253.3333,3.6890,0.8089,0.0995,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
246,189,4.7500,-56.7500,0.2426,0.2679,0.4895,0.7151,134.1408,26.8167,2218.2500,4.0730,0.8115,0.1001,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
247,189,4.7500,-56.2500,0.2917,0.2071,0.5012,0.8011,98.1664,26.8111,2172.5000,4.0370,0.7106,0.0747,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
248,189,4.7500,-55.7500,0.5107,0.1729,0.3164,1.1769,140.7892,26.3028,2220.5278,4.4270,0.6976,0.0689,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
249,189,4.7500,-55.2500,0.7300,0.1600,0.1100,1.0580,258.6825,25.8222,2105.5557,4.9000,0.7134,0.0725,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250,189,4.7500,-54.7500,0.7300,0.1600,0.1100,0.7796,242.8011,25.5917,1919.5834,4.9000,0.6880,0.0656,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
251,189,4.7500,-54.2500,0.7300,0.1600,0.1100,0.8394,223.0378,25.4361,1806.8055,4.9000,0.6880,0.0656,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
252,189,4.7500,-53.7500,0.7300,0.1600,0.1100,0.5047,193.0264,25.2833,1724.5278,4.9000,0.6880,0.0656,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
253,189,4.7500,-53.2500,0.7300,0.1600,0.1100,0.4374,190.9081,24.9556,1654.8055,4.9000,0.6880,0.0656,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
254,189,4.7500,-52.7500,0.7300,0.1600,0.1100,0.7811,216.4981,24.8972,1653.5278,4.9000,0.6880,0.0656,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
255,189,4.7500,-52.2500,0.7300,0.1600,0.1100,0.5225,203.5442,24.6222,1796.3055,4.9000,0.7556,0.0840,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
256,189,4.7500,-51.7500,0.4173,0.1777,0.4050,0.5366,238.7633,24.7944,1870.8611,4.1920,0.7935,0.0944,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
257,189,4.7500,-51.2500,0.2000,0.1900,0.6100,0.5138,180.0719,25.3306,1878.3611,3.7000,0.7809,0.0909,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
258,189,4.7500,-50.7500,0.2000,0.1900,0.6100,0.6503,203.8686,25.7000,1974.6945,3.7000,0.7007,0.0690,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
259,189,4.7500,-50.2500,0.2000,0.1900,0.6100,0.6770,189.0000,26.2306,2096.2500,3.7000,0.7176,0.0736,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
260,189,4.7500,-49.7500,0.2000,0.1900,0.6100,0.6021,156.3181,26.7333,2148.2500,3.7000,0.7663,0.0873,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
261,189,4.7500,-49.2500,0.2000,0.1900,0.6100,0.4882,108.6022,26.9833,2133.2778,3.7000,0.7847,0.0936,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
262,189,4.7500,-48.7500,0.1541,0.1288,0.7171,0.5370,143.9950,26.4333,2165.0000,3.9040,0.8331,0.1054,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
263,189,4.7500,-48.2500,0.1624,0.0736,0.7640,1.0824,227.2989,26.1389,1954.1111,4.1090,0.8296,0.1046,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
264,189,4.7500,-47.7500,0.1242,0.0700,0.8058,1.1360,265.3125,25.7472,1549.5834,4.1060,0.8314,0.1065,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
265,189,4.7500,-47.2500,0.2094,0.0700,0.7206,1.0149,258.7195,25.8583,1333.4445,4.1420,0.7503,0.0940,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
266,189,4.7500,-46.7500,0.1025,0.1000,0.7975,1.2178,247.6472,25.8917,1299.7500,4.3250,0.7156,0.0767,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
267,189,4.7500,-46.2500,0.2080,0.1040,0.6880,1.3797,258.8642,25.7444,1313.1945,4.4000,0.6177,0.0806,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
268,189,4.7500,-45.7500,0.4809,0.1386,0.3805,1.5879,252.7753,26.0694,1335.4722,4.7180,0.6780,0.0833,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
269,189,4.7500,-45.2500,0.7004,0.1172,0.1824,1.3958,195.9636,26.5472,1468.4166,4.8080,0.6282,0.0883,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
270,189,4.7500,-44.7500,0.6882,0.1810,0.1308,0.8135,113.0203,27.1278,1607.4722,5.0680,0.6477,0.0799,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
271,189,4.7500,-44.2500,0.5600,0.2800,0.1600,0.6249,86.8678,27.0667,1459.4445,5.6000,0.5823,0.0617,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
201,190,5.2500,-79.2500,0.4064,0.2589,0.3347,10.3848,2340.2417,17.0389,957.9722,5.3020,0.9937,0.1144,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
202,190,5.2500,-78.7500,0.6145,0.2411,0.1444,9.2229,1522.1758,21.5333,1315.1111,5.6180,1.0058,0.1129,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
203,190,5.2500,-78.2500,0.5892,0.2536,0.1572,7.8427,1135.3936,22.9667,1885.9166,5.2800,0.7787,0.0890,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
204,190,5.2500,-77.7500,0.7077,0.1657,0.1266,6.8758,929.1939,22.1167,1857.3334,4.6760,0.6914,0.0809,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
205,190,5.2500,-77.2500,0.4183,0.3878,0.1939,5.0171,801.1597,24.3694,2054.3889,4.7040,0.7241,0.0793,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
206,190,5.2500,-76.7500,0.2685,0.4537,0.2778,1.5228,299.2083,25.9472,2150.8057,4.3880,0.7337,0.0726,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
207,190,5.2500,-76.2500,0.1751,0.5952,0.2297,0.2933,177.1858,26.4611,2113.9443,5.1120,0.7514,0.0780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
208,190,5.2500,-75.7500,0.1200,0.6262,0.2538,0.1314,132.1255,26.6639,2014.4722,5.3930,0.8744,0.0992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
209,190,5.2500,-75.2500,0.1200,0.7900,0.0900,0.1255,130.4833,26.7639,2100.4443,5.9000,0.8098,0.0900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
210,190,5.2500,-74.7500,0.1200,0.7900,0.0900,0.1224,121.1417,26.8472,2249.7500,5.9000,0.7666,0.0839,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
211,190,5.2500,-74.2500,0.1200,0.5842,0.2958,0.1176,114.3706,27.0250,2343.5557,5.2630,0.8299,0.0930,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
212,190,5.2500,-73.7500,0.4440,0.2992,0.2568,0.1654,112.6225,26.9500,2520.2222,5.0250,0.7272,0.0784,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
213,190,5.2500,-73.2500,0.5200,0.2100,0.2700,0.2351,149.7800,26.4889,2453.7222,4.9000,0.8365,0.1062,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
214,190,5.2500,-72.7500,0.5026,0.2254,0.2720,0.2850,143.6870,26.0278,2408.5833,4.8190,0.7761,0.0892,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
215,190,5.2500,-72.2500,0.6930,0.1070,0.2000,0.2759,149.7544,25.8528,2450.4443,3.9200,0.8261,0.1037,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
216,190,5.2500,-71.7500,0.5850,0.1750,0.2400,0.2763,135.1886,25.8000,2450.2500,4.4000,0.7743,0.0911,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
217,190,5.2500,-71.2500,0.7200,0.0900,0.1900,0.2699,142.7536,25.7389,2440.9167,3.8000,0.8296,0.1046,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
218,190,5.2500,-70.7500,0.6066,0.1614,0.2320,0.2735,129.0889,25.7111,2475.6389,4.3040,0.7571,0.0868,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
219,190,5.2500,-70.2500,0.5958,0.1682,0.2360,0.2749,124.5750,25.6778,2567.3889,4.3520,0.7951,0.0961,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
220,190,5.2500,-69.7500,0.7200,0.0900,0.1900,0.3323,144.8486,25.5306,2677.5833,3.8000,0.7847,0.0936,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
221,190,5.2500,-69.2500,0.6174,0.1546,0.2280,0.3005,149.0875,25.6222,2801.6389,4.2560,0.7156,0.0767,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
222,190,5.2500,-68.7500,0.5946,0.1736,0.2318,0.3118,132.0339,25.6361,2783.4443,4.2800,0.7398,0.0826,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
223,190,5.2500,-68.2500,0.1828,0.5428,0.2744,0.2991,136.5572,25.6944,2617.3611,4.2800,0.7709,0.0902,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
224,190,5.2500,-67.7500,0.2688,0.4804,0.2508,0.2640,128.0014,25.8250,2524.6943,3.8720,0.8192,0.1020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
225,190,5.2500,-67.2500,0.3662,0.3186,0.3152,0.1536,108.1044,26.0750,2523.3333,4.9100,0.7432,0.0835,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
226,190,5.2500,-66.7500,0.2589,0.4251,0.3160,0.1861,97.7264,26.1306,2583.7500,4.2030,0.8020,0.0978,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
227,190,5.2500,-66.2500,0.1986,0.4765,0.3249,0.1694,103.3889,26.2361,2662.0278,4.1540,0.7467,0.0843,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
228,190,5.2500,-65.7500,0.2000,0.4800,0.3200,0.1881,97.0106,26.3056,2711.8057,4.0000,0.8192,0.1020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
229,190,5.2500,-65.2500,0.2000,0.4800,0.3200,0.1316,94.1347,26.3722,2708.0833,4.0000,0.7571,0.0868,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
230,190,5.2500,-64.7500,0.1976,0.4740,0.3284,0.1511,85.2547,26.4111,2634.3057,4.2640,0.7156,0.0767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
231,190,5.2500,-64.2500,0.1962,0.4705,0.3333,0.1842,76.7764,26.4111,2589.7500,4.4180,0.7156,0.0767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
232,190,5.2500,-63.7500,0.1522,0.5057,0.3421,0.1891,68.9186,26.3611,2535.3057,4.0770,0.7156,0.0767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
233,190,5.2500,-63.2500,0.0936,0.5308,0.3756,0.1434,61.6322,26.3639,2449.8611,4.4000,0.7269,0.0783,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
234,190,5.2500,-62.7500,0.2192,0.5252,0.2556,0.1703,43.4097,26.3722,2479.3333,5.1360,0.9071,0.1040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
235,190,5.2500,-62.2500,0.2500,0.6000,0.1500,0.2179,54.9792,26.3861,2548.6389,4.3000,0.7156,0.0767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
236,190,5.2500,-61.7500,0.2500,0.6000,0.1500,0.1378,60.6464,26.5028,2603.6943,4.3000,0.7156,0.0767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
237,190,5.2500,-61.2500,0.3270,0.5147,0.1583,0.1584,55.6792,26.6167,2596.3333,4.1770,0.8170,0.0911,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
238,190,5.2500,-60.7500,0.5240,0.2734,0.2026,0.1689,50.0058,26.7306,2520.1943,3.8700,0.9357,0.1080,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
239,190,5.2500,-60.2500,0.6480,0.1418,0.2102,0.1939,43.7956,26.8056,2410.8889,3.6700,0.8199,0.0915,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
240,190,5.2500,-59.7500,0.7341,0.0542,0.2117,0.1409,48.4353,26.8444,2292.6111,3.5090,0.7156,0.0767,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
241,190,5.2500,-59.2500,0.7500,0.0500,0.2000,0.3346,51.9839,26.7917,2250.8333,3.5000,0.7719,0.0847,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
242,190,5.2500,-58.7500,0.7182,0.0584,0.2234,0.4631,82.9342,26.7111,2265.6667,3.5180,0.7156,0.0767,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
243,190,5.2500,-58.2500,0.3843,0.1466,0.4691,0.4815,94.7353,26.6333,2274.4167,3.7070,0.7191,0.0775,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
244,190,5.2500,-57.7500,0.2306,0.1872,0.5822,0.6497,126.1956,26.5278,2241.8889,3.7940,0.8123,0.1003,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
245,190,5.2500,-57.2500,0.2200,0.1900,0.5900,0.8701,150.7283,26.5472,2220.0000,3.8000,0.8115,0.1001,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
246,190,5.2500,-56.7500,0.2200,0.1900,0.5900,0.9192,141.2367,26.6778,2244.5833,3.8000,0.7219,0.0774,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
247,190,5.2500,-56.2500,0.2200,0.1900,0.5900,1.0088,133.9133,26.6889,2374.5557,3.8000,0.6903,0.0665,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
248,190,5.2500,-55.7500,0.3985,0.1795,0.4220,0.8068,147.3153,26.2000,2483.5833,4.1850,0.6880,0.0656,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
249,190,5.2500,-55.2500,0.6484,0.1648,0.1868,0.8734,238.8895,25.7972,2283.6111,4.7240,0.6880,0.0656,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250,190,5.2500,-54.7500,0.7300,0.1600,0.1100,0.7194,237.2078,25.6139,2036.8334,4.9000,0.6880,0.0656,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
251,190,5.2500,-54.2500,0.7300,0.1600,0.1100,0.6325,225.4533,25.3556,1898.0555,4.9000,0.6880,0.0656,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
252,190,5.2500,-53.7500,0.7300,0.1600,0.1100,0.7314,220.3122,25.2389,1813.3334,4.9000,0.6880,0.0656,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
253,190,5.2500,-53.2500,0.7300,0.1600,0.1100,0.6488,211.4731,25.0444,1765.3055,4.9000,0.6880,0.0656,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
254,190,5.2500,-52.7500,0.7300,0.1600,0.1100,0.6370,191.2006,24.9750,1760.9445,4.9000,0.6880,0.0656,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
255,190,5.2500,-52.2500,0.7300,0.1600,0.1100,0.3452,213.0005,24.8083,1793.3889,4.9000,0.6880,0.0656,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
256,190,5.2500,-51.7500,0.3325,0.1825,0.4850,0.3988,221.7564,25.0056,1809.1666,4.0000,0.6880,0.0656,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
257,190,5.2500,-51.2500,0.2000,0.1900,0.6100,0.4265,188.0706,25.3278,1831.4166,3.7000,0.6880,0.0656,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
258,190,5.2500,-50.7500,0.2000,0.1900,0.6100,0.4603,215.5281,25.5194,1911.3611,3.7000,0.6880,0.0656,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
